Publication_number,Reference,Journal,Study,Case_study,Country,lab_or_field_experiment,Original_Site,original_decimals_latitude,original_decimals_longtitude,Original_Altitude.m.a.s.l..,Incubation_Site,incubation_decimal_latitudes,incubation_decimal_longtitude,Incubation_Altitude.m.a.s.l..,Incubation_annual_precipitation_.mm.,incubation_site_annual_temperature,Incubation_site_annual_min_temperatur_.degrees_C.,Incubation_site_annual_max_temperatur_.degrees_C.,Tree_species,Clade,Genus,family,natural_wood_or_block,wood_diameter,woody_debris_type,Diameter_range.mm.,wood_size_class,WD_Decay_class,Start_time,Finish_time,Study_duration_months,Treatments_type,Position_to_soil,Wood_density_initial,Stem_dry_matter_content..SDMC..g.g.1.,Wood_initial_Carbon,Wood_initial_Nitrogen,Wood_initial_Phophorus,Wood_initial_Potassium,Wood_initial_Lignin_perc,Wood_initial_Cellulose,Wood_initial_Hemicellulose,Wood_initial_Calcium,Wood_density_afterdecay,Fauna_group,Target_variable,Target_variable_loss_Exclusion,Target_variable_loss_Access,k_Exclusion,k_Access,sd_exclusion,sd_inclusion,n_sample_Exclusion,n_sample_Acess,Bark_status_presence_or_absent,Note..give.more.detailed.on.method.used.to.exclude.invertebrates.,Termites_type,Data_extracted_by
9,Seibold et al 2021,Nature,The contribution of insects to global forest deadwood decomposition,closed vs open,Argentina,field,ARG_Tucuman,-26.769611,-65.327472,NA,ARG_Tucuman,-26.769611,-65.327472,NA,NA,NA,NA,NA,Cupania vernalis,angiosperm,Cupania,Sapindaceae,natural,30,woody,NA,fine,NA,NA,NA,37,physical,surface,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Termites,mass loss,65.62042754,58.06680878,NA,NA,1.192488613,8.588728636,3,2,present,fauna was excluded by cages with 0.5 mm mesh sizes,NA,Denis Mburu Njoroge
9,Seibold et al 2021,Nature,The contribution of insects to global forest deadwood decomposition,closed vs open,China,field,CHI_Gutianshan,29.171944,118.063611,NA,CHI_Gutianshan,29.171944,118.063611,NA,NA,NA,NA,NA,Quercus glauca,angiosperm,Cyclobalanopsis,Fagaceae,natural,30,woody,NA,fine,NA,NA,NA,11,physical,surface,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Termites,mass loss,33.51594378,33.73932144,NA,NA,7.964808866,6.721100637,3,3,present,fauna was excluded by cages with 0.5 mm mesh sizes,NA,Denis Mburu Njoroge
9,Seibold et al 2021,Nature,The contribution of insects to global forest deadwood decomposition,closed vs open,China,field,CHI_Gutianshan,29.171944,118.063611,NA,CHI_Gutianshan,29.171944,118.063611,NA,NA,NA,NA,NA,Quercus glauca,angiosperm,Cyclobalanopsis,Fagaceae,natural,30,woody,NA,fine,NA,NA,NA,24,physical,surface,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Termites,mass loss,45.12122462,50.85698677,NA,NA,7.874688338,2.750247591,3,3,present,fauna was excluded by cages with 0.5 mm mesh sizes,NA,Denis Mburu Njoroge
9,Seibold et al 2021,Nature,The contribution of insects to global forest deadwood decomposition,closed vs open,Madagascar,field,MAD_Mandena,-24.952667,47.001528,NA,MAD_Mandena,-24.952667,47.001528,NA,NA,NA,NA,NA,Cynometra cloiselii,angiosperm,Cynometra,Fabaceae,natural,30,woody,NA,fine,NA,NA,NA,4,physical,surface,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Termites,mass loss,32.14556269,28.62480149,NA,NA,1.283250184,0.769830844,3,2,present,fauna was excluded by cages with 0.5 mm mesh sizes,NA,Denis Mburu Njoroge
9,Seibold et al 2021,Nature,The contribution of insects to global forest deadwood decomposition,closed vs open,Madagascar,field,MAD_Mandena,-24.952667,47.001528,NA,MAD_Mandena,-24.952667,47.001528,NA,NA,NA,NA,NA,Cynometra cloiselii,angiosperm,Cynometra,Fabaceae,natural,30,woody,NA,fine,NA,NA,NA,16,physical,surface,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Termites,mass loss,28.16338688,18.43260312,NA,NA,4.685159722,5.137861827,3,3,present,fauna was excluded by cages with 0.5 mm mesh sizes,NA,Denis Mburu Njoroge
9,Seibold et al 2021,Nature,The contribution of insects to global forest deadwood decomposition,closed vs open,New zealand,field,NZ,-42.51717,171.659179,NA,NZ,-42.51717,171.659179,NA,NA,NA,NA,NA,Dacrycarpus dacrydioides,angiosperm,Dacrycarpus,Podocarpaceae,natural,30,woody,NA,fine,NA,NA,NA,14,physical,surface,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Termites,mass loss,-35.47209166,-62.53049991,NA,NA,41.01401814,23.28427503,4,2,present,fauna was excluded by cages with 0.5 mm mesh sizes,NA,Denis Mburu Njoroge
9,Seibold et al 2021,Nature,The contribution of insects to global forest deadwood decomposition,closed vs open,New zealand,field,NZ,-42.51717,171.659179,NA,NZ,-42.51717,171.659179,NA,NA,NA,NA,NA,Dacrycarpus dacrydioides,angiosperm,Dacrycarpus,Podocarpaceae,natural,30,woody,NA,fine,NA,NA,NA,26,physical,surface,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Termites,mass loss,-21.80800322,-49.67218406,NA,NA,22.56672734,NA,3,1,present,fauna was excluded by cages with 0.5 mm mesh sizes,NA,Denis Mburu Njoroge
9,Seibold et al 2021,Nature,The contribution of insects to global forest deadwood decomposition,closed vs open,New zealand,field,NZ,-42.51717,171.659179,NA,NZ,-42.51717,171.659179,NA,NA,NA,NA,NA,Dacrycarpus dacrydioides,angiosperm,Dacrycarpus,Podocarpaceae,natural,30,woody,NA,fine,NA,NA,NA,38,physical,surface,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Termites,mass loss,-21.56897056,0.682810982,NA,NA,49.14962655,27.31117373,2,6,present,fauna was excluded by cages with 0.5 mm mesh sizes,NA,Denis Mburu Njoroge
9,Seibold et al 2021,Nature,The contribution of insects to global forest deadwood decomposition,closed vs open,Pourto rico,field,PRI_Elverde,18.233061,-65.816191,NA,PRI_Elverde,18.233061,-65.816191,NA,NA,NA,NA,NA,Dacryodes excelsa,angiosperm,Dacryodes,Buseraseae,natural,30,woody,NA,fine,NA,NA,NA,12,physical,surface,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Termites,mass loss,35.51453338,45.40533688,NA,NA,2.629830169,5.316805709,3,3,present,fauna was excluded by cages with 0.5 mm mesh sizes,NA,Denis Mburu Njoroge
9,Seibold et al 2021,Nature,The contribution of insects to global forest deadwood decomposition,closed vs open,Pourto rico,field,PRI_Elverde,18.233061,-65.816191,NA,PRI_Elverde,18.233061,-65.816191,NA,NA,NA,NA,NA,Dacryodes excelsa,angiosperm,Dacryodes,Buseraseae,natural,30,woody,NA,fine,NA,NA,NA,24,physical,surface,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Termites,mass loss,59.21695699,62.65096713,NA,NA,14.49239818,13.38996203,3,3,present,fauna was excluded by cages with 0.5 mm mesh sizes,NA,Denis Mburu Njoroge
9,Seibold et al 2021,Nature,The contribution of insects to global forest deadwood decomposition,closed vs open,Pourto rico,field,PRI_Elverde,18.233061,-65.816191,NA,PRI_Elverde,18.233061,-65.816191,NA,NA,NA,NA,NA,Dacryodes excelsa,angiosperm,Dacryodes,Buseraseae,natural,30,woody,NA,fine,NA,NA,NA,36,physical,surface,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Termites,mass loss,32.74130999,39.71663876,NA,NA,56.09460997,25.8347781,3,3,present,fauna was excluded by cages with 0.5 mm mesh sizes,NA,Denis Mburu Njoroge
9,Seibold et al 2021,Nature,The contribution of insects to global forest deadwood decomposition,closed vs open,Benin,field,BEN,6.93439,2.142198,NA,BEN,6.93439,2.142198,NA,NA,NA,NA,NA,Dialium guineense,angiosperm,Dialium,Fabaceae,natural,30,woody,NA,fine,NA,NA,NA,12,physical,surface,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Termites,mass loss,38.54417825,23.20700075,NA,NA,24.20879373,18.6294444,3,3,present,fauna was excluded by cages with 0.5 mm mesh sizes,NA,Denis Mburu Njoroge
9,Seibold et al 2021,Nature,The contribution of insects to global forest deadwood decomposition,closed vs open,Benin,field,BEN,6.93439,2.142198,NA,BEN,6.93439,2.142198,NA,NA,NA,NA,NA,Dialium guineense,angiosperm,Dialium,Fabaceae,natural,30,woody,NA,fine,NA,NA,NA,25,physical,surface,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Termites,mass loss,43.50419378,53.79723051,NA,NA,12.39922384,22.79204213,6,9,present,fauna was excluded by cages with 0.5 mm mesh sizes,NA,Denis Mburu Njoroge
9,Seibold et al 2021,Nature,The contribution of insects to global forest deadwood decomposition,closed vs open,Philipines,field,PHI,14.1461667,121.2290167,NA,PHI,14.1461667,121.2290167,NA,NA,NA,NA,NA,Diplodiscus paniculatus,angiosperm,Diplodiscus,Malvaceae,natural,30,woody,NA,fine,NA,NA,NA,13,physical,surface,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Termites,mass loss,25.31169435,32.23434826,NA,NA,20.88929591,58.69384502,3,3,present,fauna was excluded by cages with 0.5 mm mesh sizes,NA,Denis Mburu Njoroge
9,Seibold et al 2021,Nature,The contribution of insects to global forest deadwood decomposition,closed vs open,Philipines,field,PHI,14.1461667,121.2290167,NA,PHI,14.1461667,121.2290167,NA,NA,NA,NA,NA,Diplodiscus paniculatus,angiosperm,Diplodiscus,Malvaceae,natural,30,woody,NA,fine,NA,NA,NA,18,physical,surface,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Termites,mass loss,48.99222139,30.92893048,NA,NA,28.78532263,40.04969785,6,6,present,fauna was excluded by cages with 0.5 mm mesh sizes,NA,Denis Mburu Njoroge
9,Seibold et al 2021,Nature,The contribution of insects to global forest deadwood decomposition,closed vs open,Tanzania,field,TAN_Kilimanjaro,-3.254957,37.419415,NA,TAN_Kilimanjaro,-3.254957,37.419415,NA,NA,NA,NA,NA,Dracaena fragrans,angiosperm,Dracaena,Asparagaceae,natural,30,woody,NA,fine,NA,NA,NA,24,physical,surface,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Termites,mass loss,63.32795515,45.66604748,NA,NA,NA,10.06541788,1,2,present,fauna was excluded by cages with 0.5 mm mesh sizes,NA,Denis Mburu Njoroge
9,Seibold et al 2021,Nature,The contribution of insects to global forest deadwood decomposition,closed vs open,Tanzania,field,TAN_Kilimanjaro,-3.254957,37.419415,NA,TAN_Kilimanjaro,-3.254957,37.419415,NA,NA,NA,NA,NA,Dracaena fragrans,angiosperm,Dracaena,Asparagaceae,natural,30,woody,NA,fine,NA,NA,NA,35,physical,surface,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Termites,mass loss,47.66079142,45.59126923,NA,NA,27.70157015,34.75828637,2,2,present,fauna was excluded by cages with 0.5 mm mesh sizes,NA,Denis Mburu Njoroge
9,Seibold et al 2021,Nature,The contribution of insects to global forest deadwood decomposition,closed vs open,Brazil,field,BRA_Araucaria,-29.486911,-50.202733,NA,BRA_Araucaria,-29.486911,-50.202733,NA,NA,NA,NA,NA,Drimys angustifolia,angiosperm,Drymis,Winteraceaeï,natural,30,woody,NA,fine,NA,NA,NA,12,physical,surface,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Termites,mass loss,8.926640909,11.69423247,NA,NA,4.520547912,3.695237067,3,3,present,fauna was excluded by cages with 0.5 mm mesh sizes,NA,Denis Mburu Njoroge
9,Seibold et al 2021,Nature,The contribution of insects to global forest deadwood decomposition,closed vs open,Brazil,field,BRA_Araucaria,-29.486911,-50.202733,NA,BRA_Araucaria,-29.486911,-50.202733,NA,NA,NA,NA,NA,Drimys angustifolia,angiosperm,Drymis,Winteraceaeï,natural,30,woody,NA,fine,NA,NA,NA,24,physical,surface,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Termites,mass loss,21.41760874,17.80871831,NA,NA,8.064811463,2.261493037,6,6,present,fauna was excluded by cages with 0.5 mm mesh sizes,NA,Denis Mburu Njoroge
9,Seibold et al 2021,Nature,The contribution of insects to global forest deadwood decomposition,closed vs open,Malaysia,field,MAL,3.2371,101.6334,NA,MAL,3.2371,101.6334,NA,NA,NA,NA,NA,Dryobalanops aromatica,angiosperm,Dryobalanops,Dipterocarpaceae,natural,30,woody,NA,fine,NA,NA,NA,12,physical,surface,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Termites,mass loss,20.427324,30.75221406,NA,NA,4.479971306,5.817813613,3,3,present,fauna was excluded by cages with 0.5 mm mesh sizes,NA,Denis Mburu Njoroge
9,Seibold et al 2021,Nature,The contribution of insects to global forest deadwood decomposition,closed vs open,Malaysia,field,MAL,3.2371,101.6334,NA,MAL,3.2371,101.6334,NA,NA,NA,NA,NA,Dryobalanops aromatica,angiosperm,Dryobalanops,Dipterocarpaceae,natural,30,woody,NA,fine,NA,NA,NA,17,physical,surface,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Termites,mass loss,31.98954161,93.36193122,NA,NA,6.645122443,7.429899564,3,3,present,fauna was excluded by cages with 0.5 mm mesh sizes,NA,Denis Mburu Njoroge
9,Seibold et al 2021,Nature,The contribution of insects to global forest deadwood decomposition,closed vs open,Kenya,field,KEN_Arabuco,-3.320108,39.9357,NA,KEN_Arabuco,-3.320108,39.9357,NA,NA,NA,NA,NA,Drypetes natalensis,angiosperm,Drypetes,Putranjivaceae,natural,30,woody,NA,fine,NA,NA,NA,23,physical,surface,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Termites,mass loss,-5.941424813,2.463237387,NA,NA,12.6954755,4.926474775,5,4,present,fauna was excluded by cages with 0.5 mm mesh sizes,NA,Denis Mburu Njoroge
9,Seibold et al 2021,Nature,The contribution of insects to global forest deadwood decomposition,closed vs open,Kenya,field,KEN_Arabuco,-3.320108,39.9357,NA,KEN_Arabuco,-3.320108,39.9357,NA,NA,NA,NA,NA,Drypetes reticulata,angiosperm,Drypetes,Putranjivaceae,natural,30,woody,NA,fine,NA,NA,NA,15,physical,surface,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Termites,mass loss,33.61567783,18.06736752,NA,NA,NA,NA,1,1,present,fauna was excluded by cages with 0.5 mm mesh sizes,NA,Denis Mburu Njoroge
9,Seibold et al 2021,Nature,The contribution of insects to global forest deadwood decomposition,closed vs open,Kenya,field,KEN_Arabuco,-3.320108,39.9357,NA,KEN_Arabuco,-3.320108,39.9357,NA,NA,NA,NA,NA,Drypetes reticulata,angiosperm,Drypetes,Putranjivaceae,natural,30,woody,NA,fine,NA,NA,NA,23,physical,surface,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Termites,mass loss,0,3.437050843,NA,NA,0,6.874101685,3,4,present,fauna was excluded by cages with 0.5 mm mesh sizes,NA,Denis Mburu Njoroge
9,Seibold et al 2021,Nature,The contribution of insects to global forest deadwood decomposition,closed vs open,Brazil,field,BRA_Amazon,-3.336310116,-54.95629952,NA,BRA_Amazon,-3.336310116,-54.95629952,NA,NA,NA,NA,NA,Duguetia flagellaris,angiosperm,Duguetia,Annonaceae,natural,30,woody,NA,fine,NA,NA,NA,13,physical,surface,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Termites,mass loss,22.39298045,9.269701187,NA,NA,4.050008105,2.150149323,3,3,present,fauna was excluded by cages with 0.5 mm mesh sizes,NA,Denis Mburu Njoroge
9,Seibold et al 2021,Nature,The contribution of insects to global forest deadwood decomposition,closed vs open,Brazil,field,BRA_Amazon,-3.336310116,-54.95629952,NA,BRA_Amazon,-3.336310116,-54.95629952,NA,NA,NA,NA,NA,Duguetia flagellaris,angiosperm,Duguetia,Annonaceae,natural,30,woody,NA,fine,NA,NA,NA,25,physical,surface,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Termites,mass loss,34.34044242,45.264382,NA,NA,5.614600589,1.712954723,6,3,present,fauna was excluded by cages with 0.5 mm mesh sizes,NA,Denis Mburu Njoroge
9,Seibold et al 2021,Nature,The contribution of insects to global forest deadwood decomposition,closed vs open,Australia,field,AUS_Perth,-32.243,116.129,NA,AUS_Perth,-32.243,116.129,NA,NA,NA,NA,NA,Eucalyptus marginata,angiosperm,Eucalyptus,Myrtaceae,natural,30,woody,NA,fine,NA,NA,NA,14,physical,surface,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Termites,mass loss,1.243874763,4.792513254,NA,NA,1.980334655,2.011290791,3,3,present,fauna was excluded by cages with 0.5 mm mesh sizes,NA,Denis Mburu Njoroge
9,Seibold et al 2021,Nature,The contribution of insects to global forest deadwood decomposition,closed vs open,Australia,field,AUS_Perth,-32.243,116.129,NA,AUS_Perth,-32.243,116.129,NA,NA,NA,NA,NA,Eucalyptus marginata,angiosperm,Eucalyptus,Myrtaceae,natural,30,woody,NA,fine,NA,NA,NA,27,physical,surface,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Termites,mass loss,16.45078883,17.79964501,NA,NA,3.714369246,1.03872192,3,3,present,fauna was excluded by cages with 0.5 mm mesh sizes,NA,Denis Mburu Njoroge
9,Seibold et al 2021,Nature,The contribution of insects to global forest deadwood decomposition,closed vs open,Australia,field,AUS_Perth,-32.243,116.129,NA,AUS_Perth,-32.243,116.129,NA,NA,NA,NA,NA,Eucalyptus marginata,angiosperm,Eucalyptus,Myrtaceae,natural,30,woody,NA,fine,NA,NA,NA,43,physical,surface,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Termites,mass loss,41.74150403,34.45249101,NA,NA,10.65189088,9.804979235,3,3,present,fauna was excluded by cages with 0.5 mm mesh sizes,NA,Denis Mburu Njoroge
9,Seibold et al 2021,Nature,The contribution of insects to global forest deadwood decomposition,closed vs open,Australia,field,AUS_Victoria,-37.648475,145.483275,NA,AUS_Victoria,-37.648475,145.483275,NA,NA,NA,NA,NA,Eucalyptus obliqua,angiosperm,Eucalyptus,Myrtaceae,natural,30,woody,NA,fine,NA,NA,NA,13,physical,surface,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Termites,mass loss,-0.079713467,1.070318844,NA,NA,3.291205237,2.031860509,3,3,present,fauna was excluded by cages with 0.5 mm mesh sizes,NA,Denis Mburu Njoroge
9,Seibold et al 2021,Nature,The contribution of insects to global forest deadwood decomposition,closed vs open,Australia,field,AUS_Victoria,-37.648475,145.483275,NA,AUS_Victoria,-37.648475,145.483275,NA,NA,NA,NA,NA,Eucalyptus obliqua,angiosperm,Eucalyptus,Myrtaceae,natural,30,woody,NA,fine,NA,NA,NA,24,physical,surface,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Termites,mass loss,2.404220073,2.966242193,NA,NA,3.713294671,6.283347718,3,3,present,fauna was excluded by cages with 0.5 mm mesh sizes,NA,Denis Mburu Njoroge
9,Seibold et al 2021,Nature,The contribution of insects to global forest deadwood decomposition,closed vs open,Australia,field,AUS_Victoria,-37.648475,145.483275,NA,AUS_Victoria,-37.648475,145.483275,NA,NA,NA,NA,NA,Eucalyptus obliqua,angiosperm,Eucalyptus,Myrtaceae,natural,30,woody,NA,fine,NA,NA,NA,37,physical,surface,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Termites,mass loss,15.75990188,18.45393671,NA,NA,2.237925202,5.949442769,3,3,present,fauna was excluded by cages with 0.5 mm mesh sizes,NA,Denis Mburu Njoroge
9,Seibold et al 2021,Nature,The contribution of insects to global forest deadwood decomposition,closed vs open,Australia,field,AUS_Tasmania,-43.095017,146.654517,NA,AUS_Tasmania,-43.095017,146.654517,NA,NA,NA,NA,NA,Eucryphia lucida,angiosperm,Eucryphia,Cunoniaceae,natural,30,woody,NA,fine,NA,NA,NA,13,physical,surface,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Termites,mass loss,3.999442793,5.618437696,NA,NA,1.329265451,3.377353955,3,3,present,fauna was excluded by cages with 0.5 mm mesh sizes,NA,Denis Mburu Njoroge
9,Seibold et al 2021,Nature,The contribution of insects to global forest deadwood decomposition,closed vs open,Australia,field,AUS_Tasmania,-43.095017,146.654517,NA,AUS_Tasmania,-43.095017,146.654517,NA,NA,NA,NA,NA,Eucryphia lucida,angiosperm,Eucryphia,Cunoniaceae,natural,30,woody,NA,fine,NA,NA,NA,25,physical,surface,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Termites,mass loss,16.1530073,25.24048659,NA,NA,2.489371849,7.447368471,3,3,present,fauna was excluded by cages with 0.5 mm mesh sizes,NA,Denis Mburu Njoroge
9,Seibold et al 2021,Nature,The contribution of insects to global forest deadwood decomposition,closed vs open,Australia,field,AUS_Tasmania,-43.095017,146.654517,NA,AUS_Tasmania,-43.095017,146.654517,NA,NA,NA,NA,NA,Eucryphia lucida,angiosperm,Eucryphia,Cunoniaceae,natural,30,woody,NA,fine,NA,NA,NA,36,physical,surface,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Termites,mass loss,67.71342735,41.54841431,NA,NA,11.22793347,5.080592178,3,3,present,fauna was excluded by cages with 0.5 mm mesh sizes,NA,Denis Mburu Njoroge
9,Seibold et al 2021,Nature,The contribution of insects to global forest deadwood decomposition,closed vs open,Argentina,field,ARG_Tucuman,-26.769611,-65.327472,NA,ARG_Tucuman,-26.769611,-65.327472,NA,NA,NA,NA,NA,Eugenia uniflora,angiosperm,Eugenia,Myrtaceae,natural,30,woody,NA,fine,NA,NA,NA,12,physical,surface,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Termites,mass loss,44.69196412,25.55912098,NA,NA,4.618801225,7.801400227,3,3,present,fauna was excluded by cages with 0.5 mm mesh sizes,NA,Denis Mburu Njoroge
9,Seibold et al 2021,Nature,The contribution of insects to global forest deadwood decomposition,closed vs open,Argentina,field,ARG_Tucuman,-26.769611,-65.327472,NA,ARG_Tucuman,-26.769611,-65.327472,NA,NA,NA,NA,NA,Eugenia uniflora,angiosperm,Eugenia,Myrtaceae,natural,30,woody,NA,fine,NA,NA,NA,25,physical,surface,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Termites,mass loss,37.31943908,45.44777906,NA,NA,22.00224357,7.902415794,3,3,present,fauna was excluded by cages with 0.5 mm mesh sizes,NA,Denis Mburu Njoroge
9,Seibold et al 2021,Nature,The contribution of insects to global forest deadwood decomposition,closed vs open,Argentina,field,ARG_Tucuman,-26.769611,-65.327472,NA,ARG_Tucuman,-26.769611,-65.327472,NA,NA,NA,NA,NA,Eugenia uniflora,angiosperm,Eugenia,Myrtaceae,natural,30,woody,NA,fine,NA,NA,NA,37,physical,surface,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Termites,mass loss,62.58944076,59.8648613,NA,NA,7.052852626,13.641112,3,2,present,fauna was excluded by cages with 0.5 mm mesh sizes,NA,Denis Mburu Njoroge
9,Seibold et al 2021,Nature,The contribution of insects to global forest deadwood decomposition,closed vs open,Argentina,field,ARG_Chaco,-27.428667,-58.890393,NA,ARG_Chaco,-27.428667,-58.890393,NA,NA,NA,NA,NA,Fagus sylvatica,angiosperm,Fagus,Fagaceae,block,30,woody,NA,fine,NA,NA,NA,15,physical,surface,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Termites,mass loss,10.81907564,1.67336815,NA,NA,NA,1.028544109,1,2,absent,fauna was excluded by cages with 0.5 mm mesh sizes,NA,Denis Mburu Njoroge
9,Seibold et al 2021,Nature,The contribution of insects to global forest deadwood decomposition,closed vs open,Argentina,field,ARG_Chaco,-27.428667,-58.890393,NA,ARG_Chaco,-27.428667,-58.890393,NA,NA,NA,NA,NA,Fagus sylvatica,angiosperm,Fagus,Fagaceae,block,30,woody,NA,fine,NA,NA,NA,40,physical,surface,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Termites,mass loss,84.70533407,73.03524191,NA,NA,NA,NA,1,1,absent,fauna was excluded by cages with 0.5 mm mesh sizes,NA,Denis Mburu Njoroge
9,Seibold et al 2021,Nature,The contribution of insects to global forest deadwood decomposition,closed vs open,Argentina,field,ARG_Tucuman,-26.769611,-65.327472,NA,ARG_Tucuman,-26.769611,-65.327472,NA,NA,NA,NA,NA,Fagus sylvatica,angiosperm,Fagus,Fagaceae,block,30,woody,NA,fine,NA,NA,NA,12,physical,surface,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Termites,mass loss,16.62696522,6.972304135,NA,NA,NA,2.04440894,1,2,absent,fauna was excluded by cages with 0.5 mm mesh sizes,NA,Denis Mburu Njoroge
9,Seibold et al 2021,Nature,The contribution of insects to global forest deadwood decomposition,closed vs open,Argentina,field,ARG_Tucuman,-26.769611,-65.327472,NA,ARG_Tucuman,-26.769611,-65.327472,NA,NA,NA,NA,NA,Fagus sylvatica,angiosperm,Fagus,Fagaceae,block,30,woody,NA,fine,NA,NA,NA,25,physical,surface,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Termites,mass loss,50.87753787,64.77865022,NA,NA,3.471819286,8.684685798,2,3,absent,fauna was excluded by cages with 0.5 mm mesh sizes,NA,Denis Mburu Njoroge
9,Seibold et al 2021,Nature,The contribution of insects to global forest deadwood decomposition,closed vs open,Australia,field,AUS_Brisbane,-27.5509,153.051219,NA,AUS_Brisbane,-27.5509,153.051219,NA,NA,NA,NA,NA,Fagus sylvatica,angiosperm,Fagus,Fagaceae,block,30,woody,NA,fine,NA,NA,NA,10,physical,surface,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Termites,mass loss,0.352816153,23.35557526,NA,NA,NA,3.660359699,1,2,absent,fauna was excluded by cages with 0.5 mm mesh sizes,NA,Denis Mburu Njoroge
9,Seibold et al 2021,Nature,The contribution of insects to global forest deadwood decomposition,closed vs open,Australia,field,AUS_Brisbane,-27.5509,153.051219,NA,AUS_Brisbane,-27.5509,153.051219,NA,NA,NA,NA,NA,Fagus sylvatica,angiosperm,Fagus,Fagaceae,block,30,woody,NA,fine,NA,NA,NA,24,physical,surface,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Termites,mass loss,13.82687225,66.24968398,NA,NA,10.8409222,7.260884879,2,3,absent,fauna was excluded by cages with 0.5 mm mesh sizes,NA,Denis Mburu Njoroge
